"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"1","ILMN_1651499",1.03074693904142,6.82533557747475,8.42667790229343,1.08055827245e-12,4.21721354199825e-11,18.5061374451994,"MTMR12","myotubularin related protein 12"
"2","ILMN_1651499",1.03074693904142,6.82533557747475,8.42667790229343,1.08055827245e-12,4.21721354199825e-11,18.5061374451994,"RN7SL2","RNA component of signal recognition particle 7SL2"
"3","ILMN_1651499",1.03074693904142,6.82533557747475,8.42667790229343,1.08055827245e-12,4.21721354199825e-11,18.5061374451994,"BSN-DT","BSN divergent transcript"
"4","ILMN_1652533",1.19699958294996,7.20588781809367,11.0835628424689,6.60087207516757e-18,1.11727449060112e-15,30.3357748481817,"POM121L8P","POM121 transmembrane nucleoporin like 8, pseudogene"
"5","ILMN_1653871",-2.29915865983977,7.30400703857413,-15.6259389309015,3.6259688013537e-26,1.55666136977388e-22,49.0162086626484,"NAMPT","nicotinamide phosphoribosyltransferase"
"6","ILMN_1654875",-1.19508459892027,5.10086629593751,-14.9875934553813,4.50948093530271e-25,9.67980580403342e-22,46.5497632910682,"CLC","Charcot-Leyden crystal galectin"
"7","ILMN_1655702",-1.22729731828351,6.28784689007061,-13.7947821075697,5.75276067044836e-23,5.65975770627611e-20,41.795865217386,"ABHD5","abhydrolase domain containing 5, lysophosphatidic acid acyltransferase"
"8","ILMN_1656420",1.03569386192043,7.10064408926561,6.92647492314797,9.34546030117508e-10,1.81244360272153e-08,11.8588269724606,"CLUHP3","clustered mitochondria homolog pseudogene 3"
"9","ILMN_1656656",1.01164683648904,8.83067812750185,12.837155268021,3.2050624189602e-21,1.62748244809652e-18,37.8462486332554,"COX19","cytochrome c oxidase assembly factor COX19"
"10","ILMN_1657701",1.06496312653776,9.11681944558473,7.3644748760333,1.32320160735551e-10,3.08120674091501e-09,13.7775108973323,"RBM14","RNA binding motif protein 14"
"11","ILMN_1657892",-1.32350815475129,8.14636946190244,-7.11732286810839,3.99867884268128e-10,8.39260487407914e-09,12.691684412447,"TLR8","toll like receptor 8"
"12","ILMN_1659753",-1.20307576249033,6.72948912349573,-11.6078257146379,6.52331025967684e-19,1.5797784805281e-16,32.6153644448943,"LAMP2","lysosomal associated membrane protein 2"
"13","ILMN_1660723",1.04248612937537,6.53596050937869,12.5058941396137,1.32065449414818e-20,5.7217053056563e-18,36.4537117903772,"RDH13","retinol dehydrogenase 13"
"14","ILMN_1662524",-1.64296775426927,5.78905344797093,-10.8071213118219,2.25910118371364e-17,3.25255470425893e-15,29.1235672620237,"CXCR1","C-X-C motif chemokine receptor 1"
"15","ILMN_1665095",1.02933149037687,7.37185225420006,11.3419306854502,2.10303179030783e-18,4.18477815456474e-16,31.4625169924208,"NSMF","NMDA receptor synaptonuclear signaling and neuronal migration factor"
"16","ILMN_1665235",-1.09871329382755,7.71873858987846,-14.2651525897714,8.32149831826744e-24,1.15580716641724e-20,43.6928824251569,"CRTAP","cartilage associated protein"
"17","ILMN_1666733",-1.6072950984553,5.6948668946086,-10.4497417575224,1.11860331396119e-16,1.26678472178665e-14,27.5471896136902,"CXCL8","C-X-C motif chemokine ligand 8"
"18","ILMN_1666932",-1.25003398948597,9.04489836978102,-11.4133934245333,1.53434011226761e-18,3.24845763021586e-16,31.7730470547094,"FCGR2A","Fc gamma receptor IIa"
"19","ILMN_1669062",-1.21834266017674,6.11859034714924,-8.45366789752227,9.55663689352916e-13,3.79564861783028e-11,18.6270705029521,NA,NA
"20","ILMN_1670539",1.04054610863791,6.51675383718839,8.2141225660984,2.8409316367899e-12,9.94515608715837e-11,17.554564811704,NA,NA
"21","ILMN_1670570",-1.09360431019899,6.38211858572976,-7.76242610451542,2.2025122243914e-11,6.15452291625205e-10,15.5397057608504,"MXI1","MAX interactor 1, dimerization protein"
"22","ILMN_1670899",-1.07563755476657,6.20694497272617,-7.8967881710478,1.19904298786299e-11,3.56491088479457e-10,16.1377257796145,"FBN2","fibrillin 2"
"23","ILMN_1671039",1.07531986221268,7.54403037061395,9.24969107781555,2.5489487919464e-14,1.53144475510021e-12,22.1970015739469,NA,NA
"24","ILMN_1671260",-1.31100155078048,5.15151348115991,-15.2895427677097,1.35987665169888e-25,3.77757735293105e-22,47.7232303329095,"WLS","Wnt ligand secretion mediator"
"25","ILMN_1671693",-1.03975293560189,8.56089208370901,-6.78478082482393,1.74948226410726e-09,3.22221335570208e-08,11.2440915637044,"TPGS2","tubulin polyglutamylase complex subunit 2"
"26","ILMN_1671992",1.02665309772315,6.97491099885234,6.32235319903355,1.32312500988576e-08,2.06147329154884e-07,9.26325262228469,NA,NA
"27","ILMN_1672124",-1.42854910469464,6.20827487368308,-11.2399019621006,3.3013850477346e-18,6.13797667300074e-16,31.0183159952777,"GASK1B","golgi associated kinase 1B"
"28","ILMN_1673282",-1.16311966439973,7.94057587484228,-17.0128073085893,1.81374778459836e-28,2.14131063449683e-24,54.1872527040221,"LAMP2","lysosomal associated membrane protein 2"
"29","ILMN_1674574",-1.00435619231189,5.13875319969031,-11.1511808938522,4.89034887970367e-18,8.71478624509909e-16,30.63125592883,"VNN1","vanin 1"
"30","ILMN_1676016",1.19601426932857,5.65661586149967,8.28978542961643,2.0141249446699e-12,7.27735550016e-11,17.8931084340803,NA,NA
"31","ILMN_1677511",-1.52728557885887,5.58355900171891,-9.65231118231269,4.09323990232368e-15,3.03929498659329e-13,23.9993535923945,"PTGS2","prostaglandin-endoperoxide synthase 2"
"32","ILMN_1677691",1.07086823004675,10.1502762939165,8.16825113129937,3.49927857901851e-12,1.19141983861262e-10,17.3494359924734,"CPM","carboxypeptidase M"
"33","ILMN_1677691",1.07086823004675,10.1502762939165,8.16825113129937,3.49927857901851e-12,1.19141983861262e-10,17.3494359924734,"CPT2","carnitine palmitoyltransferase 2"
"34","ILMN_1677691",1.07086823004675,10.1502762939165,8.16825113129937,3.49927857901851e-12,1.19141983861262e-10,17.3494359924734,"GP2","glycoprotein 2"
"35","ILMN_1677691",1.07086823004675,10.1502762939165,8.16825113129937,3.49927857901851e-12,1.19141983861262e-10,17.3494359924734,"MR1","major histocompatibility complex, class I-related"
"36","ILMN_1677691",1.07086823004675,10.1502762939165,8.16825113129937,3.49927857901851e-12,1.19141983861262e-10,17.3494359924734,"CHST6","carbohydrate sulfotransferase 6"
"37","ILMN_1677691",1.07086823004675,10.1502762939165,8.16825113129937,3.49927857901851e-12,1.19141983861262e-10,17.3494359924734,"VHL","von Hippel-Lindau tumor suppressor"
"38","ILMN_1677691",1.07086823004675,10.1502762939165,8.16825113129937,3.49927857901851e-12,1.19141983861262e-10,17.3494359924734,"CHST5","carbohydrate sulfotransferase 5"
"39","ILMN_1677691",1.07086823004675,10.1502762939165,8.16825113129937,3.49927857901851e-12,1.19141983861262e-10,17.3494359924734,"LAX1","lymphocyte transmembrane adaptor 1"
"40","ILMN_1677691",1.07086823004675,10.1502762939165,8.16825113129937,3.49927857901851e-12,1.19141983861262e-10,17.3494359924734,"TMEM19","transmembrane protein 19"
"41","ILMN_1677691",1.07086823004675,10.1502762939165,8.16825113129937,3.49927857901851e-12,1.19141983861262e-10,17.3494359924734,"FAM161A","FAM161 centrosomal protein A"
"42","ILMN_1677691",1.07086823004675,10.1502762939165,8.16825113129937,3.49927857901851e-12,1.19141983861262e-10,17.3494359924734,"TPRG1L","tumor protein p63 regulated 1 like"
"43","ILMN_1678170",-2.12202234573802,5.93616880531516,-13.6697146454047,9.66385988144157e-23,8.45122442668883e-20,41.2866317691415,"MME","membrane metalloendopeptidase"
"44","ILMN_1678757",1.04111404626435,9.5293541167467,9.01049275876208,7.57075721995538e-14,3.99465294921981e-12,21.124395025908,"BCYRN1","brain cytoplasmic RNA 1"
"45","ILMN_1678833",-1.06207394820684,7.0209956925504,-5.93043513906569,7.10821638567322e-08,9.67651803393002e-07,7.62124073853735,"CCR1","C-C motif chemokine receptor 1"
"46","ILMN_1678939",-1.1610341212214,9.65058829951017,-10.6470945196621,4.61849518140845e-17,5.94288328193004e-15,28.4189218035273,"VNN2","vanin 2"
"47","ILMN_1679357",-1.78745514754705,6.22830007583236,-7.37784134209115,1.24614881605298e-10,2.93653351742944e-09,13.8364427885177,"DEFA1","defensin alpha 1"
"48","ILMN_1679357",-1.78745514754705,6.22830007583236,-7.37784134209115,1.24614881605298e-10,2.93653351742944e-09,13.8364427885177,"DEFA3","defensin alpha 3"
"49","ILMN_1679357",-1.78745514754705,6.22830007583236,-7.37784134209115,1.24614881605298e-10,2.93653351742944e-09,13.8364427885177,"DEFA1B","defensin alpha 1B"
"50","ILMN_1679620",-1.04503922340306,6.3371324495956,-9.91070564935511,1.26995299299181e-15,1.08645398806241e-13,25.152811051364,"NAIP","NLR family apoptosis inhibitory protein"
"51","ILMN_1680397",-2.03081492122285,6.54565189999267,-13.9851321461608,2.62198466967751e-23,2.94810962002026e-20,42.56702629705,"CXCR2","C-X-C motif chemokine receptor 2"
"52","ILMN_1680624",-1.1508307511855,9.12681580808281,-10.6612076894117,4.33586616931259e-17,5.6719375063606e-15,28.481148210769,"CREG1","cellular repressor of E1A stimulated genes 1"
"53","ILMN_1682928",-1.09773076468375,9.75688150644102,-8.02081217114836,6.83385093367117e-12,2.17467504374452e-10,16.6908066953807,"CPVL","carboxypeptidase vitellogenic like"
"54","ILMN_1683786",1.07798168874591,6.48018034933653,10.4010401577845,1.39209722621461e-16,1.52176850487867e-14,27.3316304248551,NA,NA
"55","ILMN_1684585",-1.56875789895066,7.97033849014892,-12.664895643003,6.68243534687039e-21,3.18758915980411e-18,37.1237462867461,"ACSL1","acyl-CoA synthetase long chain family member 1"
"56","ILMN_1684982",-1.05637905414892,6.20446419566435,-5.8712500499645,9.13412406192407e-08,1.2143859085031e-06,7.37670113903391,"PDK4","pyruvate dehydrogenase kinase 4"
"57","ILMN_1685057",-1.10745579633133,6.00764230323221,-8.84108925847903,1.63744211642619e-13,7.95540807676033e-12,20.3644332048336,"SLC22A4","solute carrier family 22 member 4"
"58","ILMN_1686981",-1.19727436800446,6.79569889961035,-10.1123617781955,5.1069090207218e-16,4.84461387070469e-14,26.0506390663077,"SULF2","sulfatase 2"
"59","ILMN_1687335",1.28302513661513,8.93221964857715,15.5816852634425,4.31108928968738e-26,1.69655733846831e-22,48.8469796127047,"FLNA","filamin A"
"60","ILMN_1688231",-1.08079868261122,6.75190820546114,-7.39242054751861,1.1671883654239e-10,2.77120680587119e-09,13.9007441915053,"TREM1","triggering receptor expressed on myeloid cells 1"
"61","ILMN_1688490",1.17425041117999,8.93295185772125,8.77177259762316,2.24527508978387e-13,1.04670158775867e-11,20.0534680597114,NA,NA
"62","ILMN_1688580",-1.55713725793112,5.90424240072217,-9.01485895827422,7.42174216768923e-14,3.92040662334403e-12,21.1439803193287,"CAMP","cathelicidin antimicrobial peptide"
"63","ILMN_1689836",-1.4373922712971,8.28057296385083,-9.87588276219853,1.4866349041295e-15,1.24697773912276e-13,24.9975485786976,"C5AR1","complement C5a receptor 1"
"64","ILMN_1690237",1.03166394406457,7.33252997096988,9.14552884343892,4.09432815751333e-14,2.31004244815304e-12,21.7300259433888,"PCDHB19P","protocadherin beta 19 pseudogene"
"65","ILMN_1691846",-1.13390987215603,5.14412389684035,-8.06022188598848,5.7148836636797e-12,1.84470038368838e-10,16.866743713566,"G0S2","G0/G1 switch 2"
"66","ILMN_1693009",-1.02594611261326,10.2689709182724,-6.69326411956149,2.61867060948455e-09,4.66129290849222e-08,10.8488443098941,"FGL2","fibrinogen like 2"
"67","ILMN_1693192",-1.56467833282773,5.88606302534248,-8.87413653212953,1.40864770253904e-13,6.92937282340664e-12,20.5126921493166,"PI3","peptidase inhibitor 3"
"68","ILMN_1693262",-1.01048791173525,5.17250445441799,-7.08947904420807,4.52723476858176e-10,9.3934154091171e-09,12.5698496340557,NA,NA
"69","ILMN_1693338",-1.97115917250435,6.65069253244458,-10.434673160599,1.19690577394065e-16,1.33939995897093e-14,27.4805121120882,"CYP1B1","cytochrome P450 family 1 subfamily B member 1"
"70","ILMN_1694399",1.03937773905381,9.26810296748769,7.61453669672029,4.29506086279673e-11,1.12308944731292e-09,14.8831058018784,NA,NA
"71","ILMN_1694810",-1.1589879337634,5.40204874681602,-10.2333391252772,2.96013640516185e-16,2.99977428320522e-14,26.5881225765269,"PANX2","pannexin 2"
"72","ILMN_1697377",1.23965472790058,7.26458833890393,6.99517442517563,6.88852181719008e-10,1.37085357899277e-08,12.158016800824,"ANKRD36B","ankyrin repeat domain 36B"
"73","ILMN_1701603",-2.35338520011516,6.98565942217946,-10.549943068698,7.13613861881393e-17,8.55322360748399e-15,27.9901552156218,"ALPL","alkaline phosphatase, biomineralization associated"
"74","ILMN_1705047",-1.38524477997398,6.68156520274126,-9.70076809539029,3.28584235327661e-15,2.51085144484036e-13,24.2158911505125,"TLR8","toll like receptor 8"
"75","ILMN_1705458",-1.24908417053256,9.48415758314789,-7.04497611037384,5.51976235064653e-10,1.12452656275639e-08,12.3753444633197,"TRIM58","tripartite motif containing 58"
"76","ILMN_1707286",-1.26108474582323,10.0621810983005,-8.53540709524715,6.58748027037957e-13,2.73603490139318e-11,18.993426316779,"PLBD1","phospholipase B domain containing 1"
"77","ILMN_1707312",-1.08351957720498,7.21528967830892,-9.81614845313544,1.94817042855243e-15,1.5989980295856e-13,24.7310746095559,"NFIL3","nuclear factor, interleukin 3 regulated"
"78","ILMN_1708934",-1.20872558397635,7.70778640698384,-8.3917267403871,1.26682187411545e-12,4.8284419841185e-11,18.3495633760564,"ADM","adrenomedullin"
"79","ILMN_1709204",-1.11633956952719,7.92755798725548,-12.1586149884264,5.90558663390033e-20,2.03566002335262e-17,34.980048709863,"CLEC4A","C-type lectin domain family 4 member A"
"80","ILMN_1709233",-1.29366140562075,6.42167484695922,-11.9060493816649,1.76977883828004e-19,5.05934352770078e-17,33.899769396382,"F5","coagulation factor V"
"81","ILMN_1709348",-1.81668605810248,6.78385049076274,-11.7623634740297,3.31430749016346e-19,8.59971741293841e-17,33.282103280089,"ALDH1A1","aldehyde dehydrogenase 1 family member A1"
"82","ILMN_1710192",1.70477550448828,6.87083671314654,9.83121141429687,1.81974140262856e-15,1.50763978943388e-13,24.798286661396,NA,NA
"83","ILMN_1711899",-1.02266249486283,6.95993804039108,-9.5406204235228,6.79464876439137e-15,4.7326031452746e-13,23.4998917094026,"ANXA2","annexin A2"
"84","ILMN_1712305",-1.28587647780026,6.40191247647594,-11.934468553242,1.5636438173887e-19,4.55811824891134e-17,34.0216733847455,"CYBRD1","cytochrome b reductase 1"
"85","ILMN_1712999",-1.53170094737524,5.07655331706109,-15.0299602632998,3.80866276815976e-25,9.46633108229351e-22,46.7151481302553,"MGAM","maltase-glucoamylase"
"86","ILMN_1713156",1.04214966788772,8.89670195851225,10.6635133511579,4.29137192418753e-17,5.62932632632867e-15,28.4913126301604,"MSL3","MSL complex subunit 3"
"87","ILMN_1714592",-1.13318183344881,7.52368284602768,-8.5597016695509,5.8977147269508e-13,2.47309365749781e-11,19.1023429346796,"CDA","cytidine deaminase"
"88","ILMN_1714765",-1.05626781998226,11.4740398252809,-6.66469201934499,2.96927534805775e-09,5.20687185431412e-08,10.725750253071,"STRADB","STE20 related adaptor beta"
"89","ILMN_1714808",1.14356872145387,6.06947138292776,9.4730304893991,9.23551390861373e-15,6.22165347817938e-13,23.1974226385033,"GUSBP19","GUSB pseudogene 19"
"90","ILMN_1715068",-1.93385274461738,8.90102558400085,-10.7484934581356,2.93503046606605e-17,4.08860999202074e-15,28.8656505352755,"AQP9","aquaporin 9"
"91","ILMN_1715963",-1.45644491474726,9.64931279656595,-7.69597947086458,2.97388768190541e-11,8.08513942949343e-10,15.2444696928232,"FBXO7","F-box protein 7"
"92","ILMN_1716797",-1.75465436235496,7.19608098439204,-13.7716985972943,6.32982408777183e-23,5.86116887688112e-20,41.7020284792526,"CD302","CD302 molecule"
"93","ILMN_1716797",-1.75465436235496,7.19608098439204,-13.7716985972943,6.32982408777183e-23,5.86116887688112e-20,41.7020284792526,"LY75-CD302","LY75-CD302 readthrough"
"94","ILMN_1717207",-1.63374230530007,8.69343248658599,-8.96666963306926,9.24267564093719e-14,4.78068033370885e-12,20.9278114115091,"MMP25","matrix metallopeptidase 25"
"95","ILMN_1718961",-1.04059012452782,9.68847385831694,-7.26178492471549,2.09671621411143e-10,4.68379027886462e-09,13.3254432217926,"BNIP3L","BCL2 interacting protein 3 like"
"96","ILMN_1721876",-1.12897511507861,8.93646211322206,-10.5033520012963,8.79413043271085e-17,1.02037841659542e-14,27.7842788437478,"TIMP2","TIMP metallopeptidase inhibitor 2"
"97","ILMN_1722223",1.20421337786622,6.92528880151047,6.93011336732001,9.19584617907748e-10,1.78783301754119e-08,11.8746545192769,NA,NA
"98","ILMN_1722284",1.23891903735882,6.0545729421245,7.77882852616444,2.04506425129004e-11,5.75886190834351e-10,15.6126387460832,NA,NA
"99","ILMN_1722622",-1.36992419161355,8.08566670259501,-8.35245367944418,1.51463625210452e-12,5.6677640546263e-11,18.1736722125766,"CD163","CD163 molecule"
"100","ILMN_1723684",1.45192897715008,7.19979252779432,5.45796360911714,5.12582774494559e-07,5.88386216400852e-06,5.69780834817167,"ACKR1","atypical chemokine receptor 1 (Duffy blood group)"
"101","ILMN_1725661",-1.98685218980944,6.49820321027508,-7.73422129279152,2.50200847438008e-11,6.88548066399328e-10,15.4143427293078,"DEFA1","defensin alpha 1"
"102","ILMN_1725661",-1.98685218980944,6.49820321027508,-7.73422129279152,2.50200847438008e-11,6.88548066399328e-10,15.4143427293078,"DEFA3","defensin alpha 3"
"103","ILMN_1725661",-1.98685218980944,6.49820321027508,-7.73422129279152,2.50200847438008e-11,6.88548066399328e-10,15.4143427293078,"DEFA1B","defensin alpha 1B"
"104","ILMN_1728639",-2.93595699983362,7.08888856522757,-13.1507583840321,8.48768286206223e-22,5.01027919347533e-19,39.1523129996259,"FCGR3B","Fc gamma receptor IIIb"
"105","ILMN_1729915",-1.06521627106763,7.32873643155211,-9.46381154519377,9.63046301719826e-15,6.45090759608752e-13,23.1561555751084,"PILRA","paired immunoglobin like type 2 receptor alpha"
"106","ILMN_1730628",-1.65815241960552,7.67062012335637,-10.4410566491779,1.16308449465772e-16,1.30775005180277e-14,27.5087605831114,"RNASE2","ribonuclease A family member 2"
"107","ILMN_1731714",-1.25290419850971,7.51357431540774,-8.29795647476195,1.94066380511342e-12,7.04968519482125e-11,17.929682019048,"CREB5","cAMP responsive element binding protein 5"
"108","ILMN_1733579",-1.15004034357645,8.29109275067383,-10.3519438561111,1.73582281744193e-16,1.85458137400176e-14,27.1141565432692,"EVI2A","ecotropic viral integration site 2A"
"109","ILMN_1734991",1.33781132268253,7.24688598786811,8.15675274069483,3.68691214535167e-12,1.24453709186624e-10,17.298032149659,"PPM1B","protein phosphatase, Mg2+/Mn2+ dependent 1B"
"110","ILMN_1735367",-1.18006996027959,8.74701983133439,-13.6278181399833,1.15027837296975e-22,9.87649925184059e-20,41.1155933030039,"HSD17B11","hydroxysteroid 17-beta dehydrogenase 11"
